2	38.5678298921112	11.373186886717
2.14	38.3781644498761	11.1264193650312
2.28	38.2032295558686	10.9282201882306
2.42	38.0402063150738	10.7705397837225
2.56	37.8868772068408	10.6469967426101
2.7	37.7414741963366	10.5524618037599
2.84	37.6025709254066	10.4827610788459
2.98	37.4690047015789	10.4344603338841
3.12	37.3398190686232	10.4047055387743
3.26	37.2142208688973	10.3911032181328
3.4	37.0915476878456	10.3916294364691
3.54	36.9712428539635	10.404559702288
3.68	36.8528360161124	10.4284143694552
3.82	36.7359278919458	10.4619156667814
3.96	36.620178173268	10.5039535555061
4.1	36.5052958471627	10.5535583614081
4.24	36.3910313846194	10.6098786579036
4.38	36.2771703864729	10.672163256917
4.52	36.1635283765704	10.7397464408983
4.66	36.0499465054511	10.8120357727149
4.8	35.936287982204	10.8885019712438
4.94	35.822435092854	10.9686704538469
5.08	35.7082866943623	11.0521142327541
5.22	35.5937560967481	11.1384479179278
5.36	35.4787692638241	11.2273226294543
5.5	35.3632632769688	11.3184216616562
5.64	35.2471850172144	11.4114567717141
5.78	35.130490029459	11.5061649896454
5.92	35.0131415393458	11.6023058655424
6.06	34.8951095987107	11.6996590851441
6.2	34.7763703397842	11.798022396974
6.34	34.6569053217761	11.8972098040683
6.48	34.5367009562607	11.9970499812469
6.62	34.4157480000371	12.0973848853351
6.76	34.2940411059913	12.1980685310144
6.9	34.1715784239989	12.2989659093205
7.04	34.0483612451533	12.3999520293739
7.18	33.9243936836394	12.5009110668955
7.32	33.7996823914243	12.6017356055161
7.46	33.6742363016553	12.7023259589484
7.6	33.5480663972484	12.8025895638081
7.74	33.4211855016522	12.9024404343218
7.88	33.2936080891968	13.0017986713762
8.02	33.1653501127895	13.1005900194014
8.16	33.036428847023	13.1987454654535
8.3	32.9068627450193	13.2962008756122
8.44	32.7766713075489	13.3928966644438
8.58	32.6458749631533	13.4887774938289
8.72	32.5144949581583	13.5837919979193
8.86	32.382553255602	13.6778925313961
9	32.2500724422225	13.7710349385445
