        Time / ns                o1,1/real
              0.14501521                     1.15841e-19
              0.14614815                   1.1437406e-19
              0.14728107                   1.1452529e-19
                0.148414                   1.1692508e-19
              0.14954694                   1.2140672e-19
              0.15067987                   1.2696868e-19
              0.15181279                   1.3208359e-19
              0.15294573                   1.3525022e-19
              0.15407866                   1.3558241e-19
              0.15521158                   1.3320347e-19
              0.15634452                   1.2928582e-19
              0.15747745                   1.2570346e-19
              0.15861039                   1.2440225e-19
              0.15974331                     1.26708e-19
              0.16087624                   1.3283544e-19
              0.16200918                   1.4180518e-19
              0.16314211                   1.5181888e-19
              0.16427504                    1.609531e-19
              0.16540797                   1.6791393e-19
              0.16654091                    1.725768e-19
              0.16767384                   1.7612845e-19
              0.16880676                   1.8077544e-19
               0.1699397                    1.891201e-19
              0.17107263                   2.0342676e-19
              0.17220555                   2.2505643e-19
              0.17333849                   2.5427935e-19
              0.17447142                   2.9055466e-19
              0.17560436                   3.3320099e-19
              0.17673728                   3.8220661e-19
              0.17787021                   4.3890772e-19
              0.17900315                   5.0634745e-19
              0.18013608                   5.8919987e-19
                0.181269                    6.933522e-19
              0.18240194                   8.2539783e-19
              0.18353488                   9.9222475e-19
              0.18466781                   1.2009462e-18
              0.18580073                   1.4593759e-18
              0.18693367                   1.7768528e-18
               0.1880666                   2.1652817e-18
              0.18919952                   2.6403359e-18
              0.19033246                   3.2223745e-18
              0.19146539                   3.9371101e-18
              0.19259833                   4.8164146e-18
              0.19373125                   5.8989033e-18
              0.19486418                   7.2307646e-18
              0.19599712                   8.8676103e-18
              0.19713005                    1.087654e-17
              0.19826297                   1.3338866e-17
              0.19939591                   1.6354343e-17
              0.20052885                   2.0045139e-17
              0.20166178                   2.4560279e-17
               0.2027947                   3.0082253e-17
              0.20392764                    3.683295e-17
              0.20506057                   4.5080817e-17
              0.20619349                    5.515232e-17
              0.20732643                   6.7442722e-17
              0.20845936                   8.2429534e-17
               0.2095923                   1.0069358e-16
              0.21072522                   1.2293826e-16
              0.21185815                   1.5001319e-16
              0.21299109                   1.8295041e-16
              0.21412402                   2.2299678e-16
              0.21525694                   2.7165456e-16
              0.21638988                   3.3074352e-16
              0.21752281                    4.024568e-16
              0.21865575                   4.8943194e-16
              0.21978867                    5.948588e-16
              0.22092161                   7.2257474e-16
              0.22205454                   8.7718827e-16
              0.22318746                   1.0642646e-15
               0.2243204                    1.290486e-15
              0.22545333                   1.5638628e-15
              0.22658627                   1.8940487e-15
              0.22771919                    2.292609e-15
              0.22885212                   2.7733813e-15
              0.22998506                   3.3530091e-15
              0.23111799                   4.0513971e-15
              0.23225091                     4.89232e-15
              0.23338385                   5.9043215e-15
              0.23451678                   7.1214744e-15
              0.23564972                   8.5843994e-15
              0.23678264                    1.034178e-14
              0.23791558                   1.2451599e-14
              0.23904851                   1.4982866e-14
              0.24018143                   1.8018126e-14
              0.24131437                   2.1655492e-14
               0.2424473                   2.6011543e-14
              0.24358024                    3.122547e-14
              0.24471316                   3.7462394e-14
              0.24584609                   4.4918164e-14
              0.24697903                   5.3826182e-14
              0.24811196                   6.4462731e-14
              0.24924488                    7.715493e-14
              0.25037783                    9.229189e-14
              0.25151074                   1.1033335e-13
              0.25264367                   1.3182272e-13
              0.25377661                   1.5740523e-13
              0.25490955                   1.8784148e-13
              0.25604248                    2.240289e-13
              0.25717542                   2.6703103e-13
              0.25830835                   3.1809936e-13
              0.25944126                   3.7870751e-13
              0.26057419                    4.505986e-13
              0.26170713                   5.3581982e-13
              0.26284006                   6.3677812e-13
                0.263973                   7.5631558e-13
              0.26510593                   8.9776233e-13
              0.26623887                   1.0650259e-12
               0.2673718                   1.2627107e-12
              0.26850471                   1.4962019e-12
              0.26963764                    1.771809e-12
              0.27077058                   2.0969537e-12
              0.27190351                    2.480297e-12
              0.27303645                   2.9319683e-12
              0.27416939                   3.4638605e-12
              0.27530232                   4.0898235e-12
              0.27643523                    4.826025e-12
              0.27756816                   5.6914113e-12
               0.2787011                    6.707997e-12
              0.27983403                   7.9014417e-12
              0.28096697                   9.3017581e-12
               0.2820999                   1.0943756e-11
              0.28323284                    1.286793e-11
              0.28436577                   1.5121557e-11
              0.28549868                   1.7759356e-11
              0.28663161                   2.0844874e-11
              0.28776455                   2.4452143e-11
              0.28889748                   2.8666673e-11
              0.29003042                   3.3587584e-11
              0.29116336                   3.9330143e-11
              0.29229629                   4.6027227e-11
               0.2934292                   5.3832602e-11
              0.29456213                   6.2924665e-11
              0.29569507                   7.3508706e-11
                0.296828                   8.5821808e-11
              0.29796094                   1.0013857e-10
              0.29909387                   1.1677437e-10
              0.30022681                   1.3609294e-10
              0.30135974                   1.5851469e-10
              0.30249265                   1.8452134e-10
              0.30362558                   2.1466733e-10
              0.30475852                   2.4959199e-10
              0.30589145                   2.9002645e-10
              0.30702439                   3.3681052e-10
              0.30815732                   3.9091119e-10
              0.30929026                   4.5343271e-10
              0.31042317                   5.2564142e-10
               0.3115561                   6.0899225e-10
              0.31268904                   7.0514244e-10
              0.31382197                   8.1598905e-10
              0.31495491                   9.4370689e-10
              0.31608784                   1.0907681e-09
              0.31722078                   1.2599989e-09
              0.31835371                   1.4546316e-09
              0.31948662                   1.6783347e-09
              0.32061955                   1.9352917e-09
              0.32175249                   2.2302782e-09
              0.32288542                   2.5687028e-09
              0.32401836                   2.9567278e-09
              0.32515129                   3.4013738e-09
              0.32628423                   3.9105728e-09
              0.32741714                    4.493339e-09
              0.32855007                     5.15992e-09
              0.32968301                   5.9218732e-09
              0.33081594                   6.7923107e-09
              0.33194888                   7.7861095e-09
              0.33308181                   8.9200203e-09
              0.33421475                   1.0213025e-08
              0.33534768                   1.1686604e-08
              0.33648059                   1.3364883e-08
              0.33761352                   1.5275141e-08
              0.33874646                   1.7448187e-08
              0.33987939                   1.9918565e-08
              0.34101233                    2.272526e-08
              0.34214526                   2.5912222e-08
               0.3432782                   2.9528623e-08
               0.3444111                   3.3629863e-08
              0.34554404                   3.8278248e-08
              0.34667698                   4.3543366e-08
              0.34780991                   4.9503441e-08
              0.34894285                   5.6246265e-08
              0.35007578                   6.3869685e-08
              0.35120872                   7.2483523e-08
              0.35234165                   8.2210818e-08
              0.35347456                   9.3188312e-08
              0.35460749                   1.0556921e-07
              0.35574043                   1.1952487e-07
              0.35687336                    1.352454e-07
               0.3580063                   1.5294333e-07
              0.35913923                   1.7285575e-07
              0.36027217                   1.9524511e-07
              0.36140507                   2.2040443e-07
              0.36253801                   2.4865975e-07
              0.36367095                   2.8037135e-07
              0.36480388                   3.1594084e-07
              0.36593682                   3.5581411e-07
              0.36706975                   4.0048258e-07
              0.36820269                   4.5049313e-07
              0.36933562                   5.0645167e-07
              0.37046853                   5.6902479e-07
              0.37160146                   6.3895197e-07
               0.3727344                   7.1705159e-07
              0.37386733                   8.0422194e-07
              0.37500027                   9.0145824e-07
               0.3761332                   1.0098582e-06
              0.37726614                    1.130625e-06
              0.37839904                   1.2650894e-06
              0.37953198                   1.4147167e-06
              0.38066491                   1.5811081e-06
              0.38179785                   1.7660309e-06
              0.38293079                   1.9714259e-06
              0.38406372                   2.1994103e-06
              0.38519666                   2.4523151e-06
              0.38632959                    2.732696e-06
               0.3874625                   3.0433348e-06
              0.38859543                   3.3872914e-06
              0.38972837                   3.7679131e-06
               0.3908613                   4.1888343e-06
              0.39199424                   4.6540417e-06
              0.39312717                   5.1678858e-06
              0.39426011                   5.7350799e-06
              0.39539301                   6.3607872e-06
              0.39652595                   7.0506239e-06
              0.39765888                   7.8106677e-06
              0.39879182                   8.6475575e-06
              0.39992476                   9.5685036e-06
              0.40105769                   1.0581294e-05
              0.40219063                   1.1694415e-05
              0.40332356                   1.2917062e-05
              0.40445647                   1.4259147e-05
               0.4055894                   1.5731446e-05
              0.40672234                   1.7345605e-05
              0.40785527                   1.9114126e-05
              0.40898821                    2.105058e-05
              0.41012114                   2.3169618e-05
              0.41125408                    2.548695e-05
              0.41238698                   2.8019609e-05
              0.41351992                    3.078589e-05
              0.41465285                   3.3805398e-05
              0.41578579                   3.7099322e-05
              0.41691872                   4.0690345e-05
              0.41805166                   4.4602701e-05
               0.4191846                   4.8862526e-05
              0.42031753                   5.3497795e-05
              0.42145044                   5.8538346e-05
              0.42258337                   6.4016291e-05
              0.42371631                   6.9965892e-05
              0.42484924                   7.6423574e-05
              0.42598218                     8.34284e-05
              0.42711511                   9.1021946e-05
              0.42824805                   9.9248296e-05
              0.42938095                   0.00010815462
              0.43051389                   0.00011779106
              0.43164682                   0.00012821071
              0.43277976                   0.00013947027
              0.43391269                   0.00015162972
              0.43504563                   0.00016475249
              0.43617857                   0.00017890616
               0.4373115                   0.00019416201
              0.43844441                   0.00021059511
              0.43957734                   0.00022828524
              0.44071028                   0.00024731626
              0.44184321                    0.0002677764
              0.44297615                   0.00028975931
              0.44410908                    0.0003133631
              0.44524202                   0.00033869065
              0.44637492                   0.00036585081
              0.44750786                   0.00039495734
              0.44864079                   0.00042612921
              0.44977373                   0.00045949177
              0.45090666                   0.00049517583
               0.4520396                   0.00053331797
              0.45317253                   0.00057406147
              0.45430547                   0.00061755523
              0.45543838                   0.00066395389
              0.45657131                   0.00071341987
              0.45770425                   0.00076612114
              0.45883718                    0.0008222317
              0.45997012                   0.00088193419
              0.46110305                   0.00094541721
              0.46223599                     0.001012875
              0.46336889                    0.0010845093
              0.46450183                     0.001160528
              0.46563476                    0.0012411445
               0.4667677                     0.001326581
              0.46790063                    0.0014170649
              0.46903357                    0.0015128291
               0.4701665                    0.0016141158
              0.47129944                    0.0017211719
              0.47243235                    0.0018342505
              0.47356528                    0.0019536098
              0.47469822                    0.0020795108
              0.47583115                    0.0022122201
              0.47696409                    0.0023520114
              0.47809702                    0.0024991618
              0.47922996                    0.0026539527
              0.48036286                    0.0028166713
               0.4814958                    0.0029876067
              0.48262873                    0.0031670474
              0.48376167                    0.0033552849
               0.4848946                    0.0035526103
              0.48602754                    0.0037593143
              0.48716047                    0.0039756885
              0.48829341                    0.0042020264
              0.48942631                    0.0044386205
              0.49055925                    0.0046857637
              0.49169219                    0.0049437447
              0.49282512                    0.0052128425
              0.49395806                    0.0054933303
              0.49509099                    0.0057854722
              0.49622393                    0.0060895267
              0.49735683                    0.0064057447
              0.49848977                    0.0067343693
               0.4996227                    0.0070756339
              0.50075567                    0.0074297641
              0.50188857                    0.0077969776
              0.50302148                    0.0081774723
              0.50415444                    0.0085714357
              0.50528735                     0.008979029
              0.50642031                    0.0094003826
              0.50755322                     0.009835612
              0.50868618                     0.010284809
              0.50981909                     0.010748049
                0.510952                     0.011225392
              0.51208496                     0.011716878
              0.51321787                     0.012222521
              0.51435083                     0.012742311
              0.51548374                      0.01327621
               0.5166167                      0.01382415
              0.51774961                     0.014386022
              0.51888251                     0.014961684
              0.52001548                     0.015550944
              0.52114838                      0.01615358
              0.52228135                     0.016769338
              0.52341425                     0.017397944
              0.52454722                     0.018039098
              0.52568012                     0.018692462
              0.52681309                     0.019357661
                0.527946                     0.020034282
               0.5290789                     0.020721849
              0.53021187                     0.021419838
              0.53134477                     0.022127694
              0.53247774                     0.022844806
              0.53361064                     0.023570528
              0.53474361                     0.024304196
              0.53587651                     0.025045121
              0.53700942                      0.02579258
              0.53814238                     0.026545804
              0.53927529                     0.027303981
              0.54040825                     0.028066237
              0.54154116                      0.02883164
              0.54267412                     0.029599229
              0.54380703                     0.030368011
              0.54493994                     0.031136962
               0.5460729                     0.031905051
              0.54720581                     0.032671232
              0.54833877                     0.033434417
              0.54947168                     0.034193497
              0.55060464                     0.034947321
              0.55173755                     0.035694722
              0.55287045                     0.036434501
              0.55400342                     0.037165418
              0.55513632                      0.03788624
              0.55626929                      0.03859574
              0.55740219                     0.039292678
              0.55853516                     0.039975796
              0.55966806                     0.040643841
              0.56080103                     0.041295543
              0.56193393                     0.041929662
              0.56306684                     0.042544942
              0.56419981                     0.043140128
              0.56533271                     0.043713961
              0.56646568                     0.044265203
              0.56759858                     0.044792622
              0.56873155                      0.04529503
              0.56986445                     0.045771264
              0.57099736                     0.046220202
              0.57213032                     0.046640746
              0.57326323                      0.04703185
              0.57439619                     0.047392506
               0.5755291                     0.047721744
              0.57666206                     0.048018657
              0.57779497                     0.048282363
              0.57892787                     0.048512027
              0.58006084                     0.048706841
              0.58119375                     0.048866075
              0.58232671                     0.048989043
              0.58345962                     0.049075145
              0.58459258                      0.04912385
              0.58572549                     0.049134701
              0.58685839                     0.049107324
              0.58799136                     0.049041402
              0.58912426                     0.048936661
              0.59025723                     0.048792932
              0.59139013                     0.048610102
               0.5925231                     0.048388124
                0.593656                     0.048127022
              0.59478897                     0.047826905
              0.59592187                     0.047487944
              0.59705478                     0.047110416
              0.59818774                      0.04669467
              0.59932065                     0.046241146
              0.60045362                     0.045750387
              0.60158652                     0.045223009
              0.60271949                     0.044659682
              0.60385239                     0.044061147
               0.6049853                     0.043428205
              0.60611826                     0.042761706
              0.60725117                     0.042062543
              0.60838413                     0.041331697
              0.60951704                     0.040570207
                 0.61065                     0.039779179
              0.61178291                     0.038959805
              0.61291581                     0.038113348
              0.61404878                     0.037241116
              0.61518168                     0.036344472
              0.61631465                     0.035424814
              0.61744756                     0.034483567
              0.61858052                     0.033522177
              0.61971343                     0.032542098
              0.62084633                     0.031544816
               0.6219793                     0.030531839
               0.6231122                     0.029504701
              0.62424517                     0.028464962
              0.62537807                     0.027414197
              0.62651104                        0.026354
              0.62764394                     0.025285965
              0.62877691                     0.024211697
              0.62990981                     0.023132795
              0.63104272                      0.02205083
              0.63217568                     0.020967355
              0.63330859                     0.019883903
              0.63444155                     0.018801967
              0.63557446                     0.017723044
              0.63670743                     0.016648594
              0.63784033                     0.015580049
              0.63897324                     0.014518838
               0.6401062                     0.013466349
              0.64123911                     0.012423926
              0.64237207                     0.011392866
              0.64350498                     0.010374393
              0.64463794                    0.0093696704
              0.64577085                    0.0083798133
              0.64690375                    0.0074058827
              0.64803672                    0.0064488826
              0.64916962                    0.0055097751
              0.65030259                    0.0045894613
              0.65143549                    0.0036887908
              0.65256846                    0.0028085702
              0.65370136                     0.001949553
              0.65483427                    0.0011124155
              0.65596724                    0.0002977589
              0.65710014                  -0.00049390376
              0.65823311                   -0.0012621385
              0.65936601                   -0.0020065727
              0.66049898                   -0.0027268783
              0.66163188                   -0.0034227478
              0.66276485                   -0.0040939176
              0.66389775                   -0.0047401674
              0.66503066                   -0.0053613228
              0.66616362                   -0.0059572817
              0.66729653                   -0.0065280097
              0.66842949                   -0.0070735519
               0.6695624                    -0.007594022
              0.67069536                   -0.0080896085
              0.67182827                   -0.0085605467
              0.67296118                   -0.0090071103
              0.67409414                   -0.0094295936
              0.67522705                   -0.0098283077
              0.67636001                    -0.010203572
              0.67749292                    -0.010555721
              0.67862588                    -0.010885116
              0.67975879                    -0.011192154
              0.68089169                     -0.01147729
              0.68202466                    -0.011741017
              0.68315756                    -0.011983874
              0.68429053                    -0.012206426
              0.68542343                    -0.012409256
               0.6865564                    -0.012592968
               0.6876893                    -0.012758164
              0.68882221                    -0.012905434
              0.68995517                    -0.013035364
              0.69108808                    -0.013148528
              0.69222105                    -0.013245489
              0.69335395                    -0.013326813
              0.69448692                    -0.013393065
              0.69561982                    -0.013444834
              0.69675279                    -0.013482723
              0.69788569                    -0.013507342
               0.6990186                    -0.013519304
              0.70015156                    -0.013519208
              0.70128447                     -0.01350762
              0.70241743                    -0.013485072
              0.70355034                    -0.013452058
               0.7046833                    -0.013409041
              0.70581621                    -0.013356464
              0.70694911                    -0.013294775
              0.70808208                    -0.013224425
              0.70921499                    -0.013145879
              0.71034795                    -0.013059605
              0.71148086                    -0.012966053
              0.71261382                    -0.012865641
              0.71374673                    -0.012758738
              0.71487963                    -0.012645651
               0.7160126                    -0.012526624
               0.7171455                    -0.012401857
              0.71827847                    -0.012271526
              0.71941137                    -0.012135804
              0.72054434                    -0.011994879
              0.72167724                    -0.011848958
              0.72281015                    -0.011698255
              0.72394311                    -0.011542976
              0.72507602                    -0.011383285
              0.72620898                    -0.011219296
              0.72734189                    -0.011051068
              0.72847486                    -0.010878611
              0.72960776                    -0.010701907
              0.73074073                    -0.010520929
              0.73187363                    -0.010335664
              0.73300654                    -0.010146115
               0.7341395                   -0.0099522965
              0.73527241                   -0.0097542163
              0.73640537                   -0.0095518548
              0.73753828                   -0.0093451478
              0.73867124                   -0.0091339806
              0.73980415                    -0.008918196
              0.74093705                   -0.0086976085
              0.74207002                   -0.0084720263
              0.74320292                   -0.0082412707
              0.74433589                   -0.0080051944
               0.7454688                   -0.0077636689
              0.74660176                   -0.0075165792
              0.74773467                   -0.0072638039
              0.74886757                   -0.0070051933
              0.75000054                   -0.0067405608
              0.75113344                   -0.0064696851
              0.75226641                     -0.00619232
              0.75339931                   -0.0059082163
              0.75453228                   -0.0056171399
              0.75566518                   -0.0053188815
              0.75679809                   -0.0050132601
              0.75793105                   -0.0047001075
              0.75906396                   -0.0043792585
              0.76019692                   -0.0040505328
              0.76132983                   -0.0037137275
              0.76246279                   -0.0033686205
               0.7635957                   -0.0030149817
              0.76472867                   -0.0026525934
              0.76586157                   -0.0022812646
              0.76699448                    -0.001900841
              0.76812744                   -0.0015112029
              0.76926035                   -0.0011122517
              0.77039331                  -0.00070388988
              0.77152622                  -0.00028600357
              0.77265918                   0.00014154898
              0.77379209                   0.00057893427
              0.77492499                     0.001026329
              0.77605796                    0.0014838993
              0.77719086                    0.0019517783
              0.77832383                     0.002430052
              0.77945673                    0.0029187559
               0.7805897                    0.0034178852
              0.78172261                    0.0039274138
              0.78285551                    0.0044473149
              0.78398848                    0.0049775774
              0.78512138                    0.0055182138
              0.78625435                    0.0060692537
              0.78738725                    0.0066307308
              0.78852022                    0.0072026653
              0.78965312                    0.0077850479
              0.79078603                    0.0083778296
              0.79191899                    0.0089809289
               0.7930519                    0.0095942384
              0.79418486                     0.010217639
              0.79531777                     0.010851014
              0.79645073                     0.011494257
              0.79758364                     0.012147269
               0.7987166                     0.012809946
              0.79984951                     0.013482172
              0.80098242                     0.014163805
              0.80211538                     0.014854668
              0.80324829                     0.015554553
              0.80438125                     0.016263232
              0.80551416                     0.016980471
              0.80664712                     0.017706037
              0.80778003                     0.018439706
              0.80891293                     0.019181274
               0.8100459                     0.019930534
               0.8111788                      0.02068729
              0.81231177                     0.021451332
              0.81344467                     0.022222437
              0.81457764                     0.023000361
              0.81571054                     0.023784846
              0.81684345                     0.024575619
              0.81797642                     0.025372399
              0.81910932                     0.026174894
              0.82024229                     0.026982818
              0.82137519                     0.027795881
              0.82250816                     0.028613802
              0.82364106                     0.029436301
              0.82477397                     0.030263111
              0.82590693                     0.031093974
              0.82703984                     0.031928632
               0.8281728                     0.032766834
              0.82930571                     0.033608325
              0.83043867                      0.03445283
              0.83157158                      0.03530005
              0.83270454                     0.036149655
              0.83383745                     0.037001289
              0.83497036                     0.037854597
              0.83610332                     0.038709212
              0.83723623                     0.039564796
              0.83836919                     0.040421046
               0.8395021                     0.041277673
              0.84063506                     0.042134419
              0.84176797                     0.042991009
              0.84290087                     0.043847144
              0.84403384                     0.044702508
              0.84516674                      0.04555672
              0.84629971                     0.046409365
              0.84743261                     0.047260027
              0.84856558                     0.048108287
              0.84969848                     0.048953749
              0.85083139                     0.049796063
              0.85196435                     0.050634891
              0.85309726                     0.051469892
              0.85423023                     0.052300707
              0.85536313                     0.053126916
               0.8564961                     0.053948045
                0.857629                     0.054763541
              0.85876191                     0.055572823
              0.85989487                     0.056375287
              0.86102778                     0.057170335
              0.86216074                     0.057957411
              0.86329365                     0.058735993
              0.86442661                     0.059505567
              0.86555952                     0.060265649
              0.86669248                     0.061015699
              0.86782539                     0.061755117
              0.86895829                     0.062483244
              0.87009126                     0.063199349
              0.87122416                     0.063902631
              0.87235713                     0.064592272
              0.87349004                     0.065267444
                0.874623                     0.065927334
              0.87575591                     0.066571131
              0.87688881                     0.067198053
              0.87802178                     0.067807265
              0.87915468                     0.068397954
              0.88028765                     0.068969227
              0.88142055                     0.069520168
              0.88255352                     0.070049807
              0.88368642                      0.07055714
              0.88481933                     0.071041137
              0.88595229                     0.071500748
               0.8870852                     0.071934886
              0.88821816                     0.072342485
              0.88935107                      0.07272245
              0.89048404                      0.07307367
              0.89161694                     0.073394999
