        Time / ns                o2,1/real
----------------------------------------------------------------------
                       0                               0
             0.001133146                               0
             0.002266292                               0
             0.003399438                               0
             0.004532584                               0
            0.0056657298                               0
             0.006798876                               0
            0.0079320222                               0
             0.009065168                               0
             0.010198314                               0
              0.01133146                               0
             0.012464606                               0
             0.013597752                               0
             0.014730898                               0
             0.015864044                               0
              0.01699719                               0
             0.018130336                               0
             0.019263482                               0
             0.020396627                               0
             0.021529773                               0
             0.022662919                               0
             0.023796065                               0
             0.024929212                               0
             0.026062358                               0
             0.027195504                               0
              0.02832865                               0
             0.029461795                               0
             0.030594941                               0
             0.031728089                               0
             0.032861233                               0
              0.03399438                               0
             0.035127524                               0
             0.036260672                               0
             0.037393816                               0
             0.038526963                               0
             0.039660111                               0
             0.040793255                               0
             0.041926403                               0
             0.043059547                               0
             0.044192694                               0
             0.045325838                               0
             0.046458986                               0
              0.04759213                               0
             0.048725277                               0
             0.049858425                               0
             0.050991569                               0
             0.052124716                               0
              0.05325786                               0
             0.054391008                               0
             0.055524152                               0
             0.056657299                               0
             0.057790447                               0
             0.058923591                               0
             0.060056739                               0
             0.061189882                               0
              0.06232303                               0
             0.063456178                               0
             0.064589322                               0
             0.065722466                               0
             0.066855617                               0
             0.067988761                               0
             0.069121905                               0
             0.070255049                               0
               0.0713882                               0
             0.072521344                               0
             0.073654488                               0
             0.074787632                               0
             0.075920783                               0
             0.077053927                               0
             0.078187071                               0
             0.079320222                               0
             0.080453366                               0
              0.08158651                               0
             0.082719654                               0
             0.083852805                               0
             0.084985949                               0
             0.086119093                               0
             0.087252244                               0
             0.088385388                               0
             0.089518532                               0
             0.090651676                               0
             0.091784827                               0
             0.092917971                               0
             0.094051115                               0
             0.095184259                               0
              0.09631741                               0
             0.097450554                               0
             0.098583698                               0
              0.09971685                               0
              0.10084999                               0
              0.10198314                               0
              0.10311628                               0
              0.10424943                               0
              0.10538258                               0
              0.10651572                               0
              0.10764887                               0
              0.10878202                               0
              0.10991516                               0
               0.1110483                               0
              0.11218145                               0
               0.1133146                               0
              0.11444774                               0
              0.11558089                               0
              0.11671404                               0
              0.11784718                               0
              0.11898033                               0
              0.12011348                               0
              0.12124662                               0
              0.12237976                               0
              0.12351291                               0
              0.12464606                               0
              0.12577921                               0
              0.12691236                               0
               0.1280455                               0
              0.12917864                               0
              0.13031179                               0
              0.13144493                               0
              0.13257807                               0
              0.13371123                               0
              0.13484438                               0
              0.13597752                               0
              0.13711067                               0
              0.13824381                  -2.5345269e-38
              0.13937695                  -3.0668948e-37
               0.1405101                  -1.6322307e-36
              0.14164324                  -6.8541767e-36
               0.1427764                  -2.6404995e-35
              0.14390954                  -9.6722488e-35
              0.14504269                  -3.4000235e-34
              0.14617583                   -1.151519e-33
              0.14730898                  -3.7656778e-33
              0.14844212                  -1.1903287e-32
              0.14957526                  -3.6388541e-32
              0.15070842                   -1.076099e-31
              0.15184157                  -3.0789324e-31
              0.15297471                  -8.5242572e-31
              0.15410785                  -2.2837856e-30
                0.155241                  -5.9213243e-30
              0.15637414                  -1.4857945e-29
              0.15750729                  -3.6080811e-29
              0.15864044                  -8.4793532e-29
              0.15977359                  -1.9284122e-28
              0.16090673                  -4.2438564e-28
              0.16203988                  -9.0367185e-28
              0.16317302                  -1.8617006e-27
              0.16430616                  -3.7103503e-27
              0.16543931                    -7.15293e-27
              0.16657247                  -1.3337729e-26
              0.16770561                  -2.4054073e-26
              0.16883875                  -4.1957681e-26
               0.1699719                  -7.0794775e-26
              0.17110504                  -1.1557811e-25
              0.17223819                  -1.8266306e-25
              0.17337133                  -2.7969344e-25
              0.17450449                  -4.1544867e-25
              0.17563763                  -5.9972776e-25
              0.17677078                  -8.4353015e-25
              0.17790392                  -1.1598824e-24
              0.17903706                  -1.5656226e-24
              0.18017021                  -2.0842145e-24
              0.18130335                  -2.7491692e-24
              0.18243651                  -3.6070002e-24
              0.18356965                  -4.7180528e-24
               0.1847028                  -6.1534038e-24
              0.18583594                  -7.9866724e-24
              0.18696909                  -1.0281202e-23
              0.18810223                  -1.3075321e-23
              0.18923537                  -1.6370522e-23
              0.19036852                   -2.012828e-23
              0.19150168                  -2.4279632e-23
              0.19263482                   -2.874766e-23
              0.19376796                  -3.3477244e-23
              0.19490111                  -3.8461324e-23
              0.19603425                  -4.3751412e-23
