        Time / ns                i1/real
              0.23229492                   5.1095749e-13
              0.23342806                   6.1588652e-13
               0.2345612                   7.4198557e-13
              0.23569436                   8.9339837e-13
              0.23682751                    1.074942e-12
              0.23796065                   1.2927192e-12
               0.2390938                   1.5537339e-12
              0.24022694                   1.8661227e-12
              0.24136008                   2.2401829e-12
              0.24249323                   2.6876856e-12
              0.24362639                   3.2222961e-12
              0.24475953                   3.8612911e-12
              0.24589267                   4.6243404e-12
              0.24702582                   5.5342649e-12
              0.24815896                   6.6198865e-12
              0.24929211                   7.9138874e-12
              0.25042525                   9.4541588e-12
              0.25155839                   1.1288513e-11
              0.25269154                   1.3470938e-11
              0.25382468                   1.6063994e-11
              0.25495782                   1.9146539e-11
                0.256091                   2.2807251e-11
              0.25722414                   2.7148825e-11
              0.25835729                   3.2300586e-11
              0.25949043                   3.8407347e-11
              0.26062357                   4.5636734e-11
              0.26175672                   5.4199614e-11
              0.26288986                   6.4331117e-11
              0.26402301                   7.6303276e-11
              0.26515615                   9.0457968e-11
              0.26628929                   1.0717475e-10
              0.26742244                   1.2689255e-10
              0.26855558                   1.5016247e-10
              0.26968873                   1.7759366e-10
              0.27082187                    2.098903e-10
              0.27195504                   2.4793562e-10
              0.27308819                   2.9270167e-10
              0.27422133                    3.453115e-10
              0.27535447                    4.071726e-10
              0.27648762                   4.7982696e-10
              0.27762076                   5.6505556e-10
              0.27875391                   6.6508821e-10
              0.27988705                   7.8235685e-10
              0.28102019                   9.1966923e-10
              0.28215334                   1.0805379e-09
              0.28328648                   1.2687756e-09
              0.28441963                   1.4887835e-09
              0.28555277                   1.7460625e-09
              0.28668591                   2.0465551e-09
              0.28781906                   2.3971203e-09
              0.28895223                   2.8063218e-09
              0.29008538                   3.2833689e-09
              0.29121852                   3.8388865e-09
              0.29235166                   4.4861319e-09
              0.29348481                    5.239289e-09
              0.29461795                   6.1147234e-09
              0.29575109                   7.1328357e-09
              0.29688424                   8.3153457e-09
              0.29801738                   9.6873114e-09
              0.29915053                   1.1279942e-08
              0.30028367                   1.3126302e-08
              0.30141681                   1.5264529e-08
              0.30254996                    1.774209e-08
               0.3036831                   2.0609017e-08
              0.30481628                   2.3923016e-08
              0.30594942                    2.775586e-08
              0.30708256                   3.2182793e-08
              0.30821571                   3.7290622e-08
              0.30934885                   4.3187217e-08
                0.310482                   4.9985079e-08
              0.31161514                   5.7814006e-08
              0.31274828                    6.683517e-08
              0.31388143                   7.7215745e-08
              0.31501457                   8.9148671e-08
              0.31614771                   1.0287332e-07
              0.31728086                   1.1863663e-07
                0.318414                   1.3672364e-07
              0.31954715                   1.5748778e-07
              0.32068029                   1.8129157e-07
              0.32181346                   2.0855363e-07
              0.32294661                   2.3979263e-07
              0.32407975                   2.7553756e-07
               0.3252129                   3.1639948e-07
              0.32634604                     3.63135e-07
              0.32747918                   4.1651131e-07
              0.32861233                   4.7741497e-07
              0.32974547                   5.4694306e-07
              0.33087862                   6.2620126e-07
              0.33201176                   7.1646809e-07
               0.3331449                   8.1932467e-07
              0.33427805                   9.3635487e-07
              0.33541119                    1.069391e-06
              0.33654433                    1.220698e-06
              0.33767751                   1.3925302e-06
              0.33881065                   1.5874981e-06
               0.3399438                   1.8088259e-06
              0.34107694                   2.0597029e-06
              0.34221008                   2.3438242e-06
              0.34334323                   2.6657524e-06
              0.34447637                   3.0299702e-06
              0.34560952                   3.4416767e-06
              0.34674266                   3.9072875e-06
               0.3478758                   4.4330641e-06
              0.34900895                   5.0262752e-06
              0.35014209                    5.695887e-06
              0.35127524                   6.4505894e-06
              0.35240838                   7.3004812e-06
              0.35354152                   8.2580145e-06
               0.3546747                   9.3351728e-06
              0.35580784                   1.0545898e-05
              0.35694098                   1.1907375e-05
              0.35807413                    1.343602e-05
              0.35920727                   1.5150961e-05
              0.36034042                   1.7075765e-05
              0.36147356                   1.9232772e-05
               0.3626067                   2.1648058e-05
              0.36373985                   2.4353734e-05
              0.36487299                   2.7380012e-05
              0.36600614                   3.0762199e-05
              0.36713928                   3.4543773e-05
              0.36827242                   3.8765313e-05
              0.36940557                   4.3474323e-05
              0.37053871                   4.8729296e-05
              0.37167189                   5.4584358e-05
              0.37280503                   6.1103012e-05
              0.37393817                   6.8363435e-05
              0.37507132                    7.643734e-05
              0.37620446                   8.5409054e-05
               0.3773376                   9.5382362e-05
              0.37847075                   0.00010645165
              0.37960389                   0.00011872814
              0.38073704                   0.00013234872
              0.38187018                   0.00014743673
              0.38300332                   0.00016413788
              0.38413647                   0.00018263151
              0.38526961                   0.00020307768
              0.38640276                   0.00022566598
              0.38753593                   0.00025062979
              0.38866907                   0.00027817528
              0.38980222                   0.00030854752
              0.39093536                   0.00034204806
              0.39206851                   0.00037894069
              0.39320165                   0.00041953978
              0.39433479                   0.00046423243
              0.39546794                   0.00051335356
              0.39660108                   0.00056730362
              0.39773422                   0.00062657613
              0.39886737                   0.00069159298
              0.40000051                   0.00076286093
              0.40113366                   0.00084100437
               0.4022668                   0.00092655089
              0.40339994                    0.0010201369
              0.40453312                    0.0011225467
              0.40566626                    0.0012344351
              0.40679941                    0.0013565964
              0.40793255                    0.0014900056
              0.40906569                    0.0016354719
              0.41019884                    0.0017939777
              0.41133198                     0.001966727
              0.41246513                    0.0021547105
              0.41359827                    0.0023591351
              0.41473141                    0.0025814748
              0.41586456                    0.0028229342
               0.4169977                    0.0030849832
              0.41813084                    0.0033694124
              0.41926399                    0.0036776743
              0.42039716                    0.0040115444
              0.42153031                    0.0043731807
              0.42266345                    0.0047643189
              0.42379659                    0.0051870863
              0.42492974                    0.0056440621
              0.42606288                    0.0061373012
              0.42719603                    0.0066693323
              0.42832917                    0.0072432095
              0.42946231                     0.007861346
              0.43059546                    0.0085267164
               0.4317286                      0.00924291
              0.43286175                     0.010012729
              0.43399489                     0.010839645
              0.43512803                     0.011727834
              0.43626118                     0.012680518
              0.43739435                     0.013701712
              0.43852749                     0.014796225
              0.43966064                     0.015967727
              0.44079378                     0.017220804
              0.44192693                     0.018560952
              0.44306007                     0.019992292
              0.44419321                     0.021520022
              0.44532636                      0.02315034
               0.4464595                     0.024887828
              0.44759265                     0.026738305
              0.44872579                     0.028708689
              0.44985893                     0.030804005
              0.45099208                     0.033030689
              0.45212522                     0.035396367
               0.4532584                     0.037906475
              0.45439154                     0.040568031
              0.45552468                      0.04338935
              0.45665783                     0.046376202
              0.45779097                     0.049536142
              0.45892411                     0.052878097
              0.46005726                     0.056408085
               0.4611904                     0.060134113
              0.46232355                     0.064065605
              0.46345669                     0.068208717
              0.46458983                     0.072571777
              0.46572298                     0.077164568
              0.46685612                     0.081993207
              0.46798927                     0.087066181
              0.46912241                      0.09239345
              0.47025558                     0.097980887
              0.47138873                      0.10383694
              0.47252187                      0.10997148
              0.47365502                      0.11638991
              0.47478816                      0.12310039
               0.4759213                      0.13011239
              0.47705445                      0.13743062
              0.47818759                      0.14506258
              0.47932073                      0.15301707
              0.48045388                      0.16129772
              0.48158702                      0.16991109
              0.48272017                       0.1788649
              0.48385331                      0.18816133
              0.48498645                      0.19780564
              0.48611963                      0.20780402
              0.48725277                      0.21815693
              0.48838592                      0.22886783
              0.48951906                      0.23994096
               0.4906522                       0.2513746
              0.49178535                      0.26317006
              0.49291849                      0.27532911
              0.49405164                      0.28784755
              0.49518478                      0.30072403
              0.49631792                      0.31395736
              0.49745107                      0.32754055
              0.49858421                      0.34146908
              0.49971735                      0.35573849
               0.5008505                      0.37033844
              0.50198364                      0.38526109
              0.50311679                        0.400498
              0.50424993                      0.41603553
              0.50538307                      0.43186188
              0.50651622                      0.44796449
              0.50764936                      0.46432599
              0.50878251                      0.48093048
              0.50991565                      0.49776098
              0.51104885                      0.51479632
                0.512182                      0.53201622
              0.51331514                      0.54939908
              0.51444829                      0.56691998
              0.51558143                      0.58455431
              0.51671457                      0.60227567
              0.51784772                      0.62005556
              0.51898086                      0.63786495
                0.520114                      0.65567297
              0.52124715                      0.67344773
              0.52238029                      0.69115597
              0.52351344                      0.70876265
              0.52464658                      0.72623289
              0.52577972                      0.74352968
              0.52691287                      0.76061404
              0.52804601                      0.77744895
              0.52917916                      0.79399395
               0.5303123                      0.81020707
              0.53144544                      0.82604951
              0.53257859                      0.84147841
              0.53371173                      0.85644943
              0.53484488                       0.8709231
              0.53597802                      0.88485473
              0.53711116                      0.89819884
              0.53824431                      0.91091615
              0.53937745                      0.92296135
              0.54051059                      0.93428874
              0.54164374                      0.94486064
              0.54277688                      0.95463198
              0.54391009                      0.96355838
              0.54504323                      0.97160459
              0.54617637                       0.9787274
              0.54730952                       0.9848848
              0.54844266                      0.99004549
              0.54957581                      0.99416929
              0.55070895                      0.99721795
              0.55184209                      0.99916518
              0.55297524                      0.99997526
              0.55410838                      0.99961513
              0.55524153                      0.99806476
              0.55637467                      0.99529392
              0.55750781                       0.9912762
              0.55864096                      0.98599875
               0.5597741                      0.97943825
              0.56090724                      0.97157586
              0.56204039                      0.96240699
              0.56317353                      0.95191622
              0.56430668                      0.94009334
              0.56543982                      0.92694259
              0.56657296                      0.91245735
              0.56770611                       0.8966369
              0.56883925                      0.87949479
               0.5699724                      0.86103368
              0.57110554                      0.84126294
              0.57223868                      0.82020545
              0.57337183                      0.79787385
              0.57450497                      0.77428758
              0.57563812                      0.74947888
              0.57677132                      0.72347015
              0.57790446                      0.69629103
              0.57903761                      0.66798258
              0.58017075                      0.63857698
              0.58130389                      0.60811335
              0.58243704                       0.5766409
              0.58357018                      0.54420102
              0.58470333                      0.51084155
              0.58583647                      0.47661898
              0.58696961                      0.44158283
              0.58810276                      0.40578878
               0.5892359                      0.36929908
              0.59036905                      0.33217058
              0.59150219                      0.29446515
              0.59263533                      0.25624952
              0.59376848                      0.21758626
              0.59490162                      0.17854208
              0.59603477                      0.13918631
              0.59716791                     0.099585913
              0.59830105                     0.059810422
               0.5994342                     0.019930197
              0.60056734                    -0.019985268
              0.60170048                    -0.059865393
              0.60283363                    -0.099640675
              0.60396677                     -0.13924082
              0.60509992                     -0.17859618
              0.60623306                     -0.21763986
               0.6073662                      -0.2563026
              0.60849935                     -0.29451755
              0.60963255                     -0.33222216
               0.6107657                     -0.36934996
              0.61189884                     -0.40583867
              0.61303198                     -0.44163164
              0.61416513                     -0.47666684
              0.61529827                     -0.51088822
              0.61643142                     -0.54424632
              0.61756456                     -0.57668513
               0.6186977                     -0.60815609
              0.61983085                     -0.63861823
              0.62096399                     -0.66802251
              0.62209713                      -0.6963293
              0.62323028                     -0.72350675
              0.62436342                     -0.74951398
              0.62549657                     -0.77432096
              0.62662971                     -0.79790539
              0.62776285                     -0.82023549
                0.628896                     -0.84129107
              0.63002914                      -0.8610599
              0.63116229                     -0.87951946
              0.63229543                     -0.89665961
              0.63342857                     -0.91247815
              0.63456172                     -0.92696178
              0.63569486                     -0.94011056
              0.63682801                     -0.95193148
              0.63796115                     -0.96242064
              0.63909429                      -0.9715876
              0.64022744                     -0.97944808
              0.64136058                     -0.98600698
              0.64249378                     -0.99128258
              0.64362693                      -0.9952985
              0.64476007                      -0.9980678
              0.64589322                     -0.99961644
              0.64702636                     -0.99997485
               0.6481595                     -0.99916339
              0.64929265                     -0.99721444
              0.65042579                     -0.99416423
              0.65155894                     -0.99003917
              0.65269208                     -0.98487699
              0.65382522                     -0.97871816
              0.65495837                     -0.97159415
              0.65609151                     -0.96354663
              0.65722466                     -0.95461905
               0.6583578                     -0.94484663
              0.65949094                     -0.93427366
              0.66062409                      -0.9229452
              0.66175723                      -0.9108991
              0.66289037                     -0.89818084
              0.66402352                      -0.8848359
              0.66515666                     -0.87090355
              0.66628981                      -0.8564291
              0.66742295                     -0.84145737
              0.66855609                     -0.82602799
              0.66968924                      -0.8101849
              0.67082238                      -0.7939713
              0.67195553                     -0.77742589
              0.67308867                     -0.76059061
              0.67422181                      -0.7435059
              0.67535502                     -0.72620893
              0.67648816                     -0.70873845
               0.6776213                     -0.69113159
              0.67875445                     -0.67342323
              0.67988759                     -0.65564841
              0.68102074                     -0.63784039
              0.68215388                       -0.620031
              0.68328702                     -0.60225117
              0.68442017                     -0.58452994
              0.68555331                     -0.56689572
              0.68668646                       -0.549375
               0.6878196                     -0.53199238
              0.68895274                     -0.51477265
              0.69008589                     -0.49773762
              0.69121903                     -0.48090744
              0.69235218                     -0.46430323
              0.69348532                     -0.44794208
              0.69461846                     -0.43183985
              0.69575161                     -0.41601387
              0.69688475                     -0.40047678
               0.6980179                     -0.38524029
              0.69915104                     -0.37031806
              0.70028418                     -0.35571855
              0.70141733                     -0.34144968
              0.70255047                     -0.32752153
              0.70368361                     -0.31393889
              0.70481676                     -0.30070606
               0.7059499                        -0.28783
              0.70708305                      -0.2753121
              0.70821625                     -0.26315358
              0.70934939                     -0.25135854
              0.71048254                     -0.23992543
              0.71161568                     -0.22885284
              0.71274883                     -0.21814238
              0.71388197                        -0.20779
              0.71501511                     -0.19779213
              0.71614826                     -0.18814825
               0.7172814                      -0.1788523
              0.71841455                     -0.16989902
              0.71954769                     -0.16128606
              0.72068083                     -0.15300588
              0.72181398                     -0.14505187
              0.72294712                      -0.1374203
              0.72408026                     -0.13010252
              0.72521341                     -0.12309095
              0.72634655                     -0.11638084
               0.7274797                     -0.10996282
              0.72861284                      -0.1038287
              0.72974598                    -0.097972982
              0.73087913                    -0.092385933
              0.73201227                    -0.087059036
              0.73314542                     -0.08198636
              0.73427856                    -0.077158079
               0.7354117                    -0.072565623
              0.73654485                    -0.068202838
              0.73767799                    -0.064060047
              0.73881114                    -0.060128853
              0.73994428                    -0.056403067
              0.74107742                    -0.052873362
              0.74221063                     -0.04953168
              0.74334377                    -0.046371952
              0.74447691                    -0.043385349
              0.74561006                    -0.040564269
               0.7467432                    -0.037902899
              0.74787635                    -0.035393007
              0.74900949                    -0.033027537
              0.75014263                    -0.030801017
              0.75127578                    -0.028705889
              0.75240892                    -0.026735684
              0.75354207                    -0.024885349
              0.75467521                    -0.023148021
              0.75580835                    -0.021517856
               0.7569415                    -0.019990247
              0.75807464                    -0.018559044
              0.75920779                    -0.017219028
              0.76034093                     -0.01596605
              0.76147407                    -0.014794665
              0.76260722                    -0.013700262
              0.76374036                    -0.012679155
               0.7648735                    -0.011726568
              0.76600665                    -0.010838469
              0.76713979                    -0.010011625
              0.76827294                   -0.0092418874
              0.76940608                   -0.0085257702
              0.77053922                   -0.0078604585
              0.77167237                   -0.0072423895
              0.77280551                   -0.0066685746
              0.77393866                   -0.0061365929
              0.77507186                   -0.0056434083
                0.776205                   -0.0051864837
              0.77733815                   -0.0047637564
              0.77847129                   -0.0043726629
              0.77960443                    -0.004011068
              0.78073758                   -0.0036772306
              0.78187072                   -0.0033690049
              0.78300387                   -0.0030846093
              0.78413701                   -0.0028225863
              0.78527015                   -0.0025811559
               0.7864033                   -0.0023588431
              0.78753644                   -0.0021544395
              0.78866959                    -0.001966479
              0.78980273                   -0.0017937511
              0.79093587                   -0.0016352619
              0.79206902                   -0.0014898139
              0.79320216                   -0.0013564215
              0.79433531                   -0.0012342734
              0.79546845                   -0.0011223995
              0.79660159                   -0.0010200029
              0.79773474                  -0.00092642708
              0.79886788                  -0.00084089185
              0.80000103                  -0.00076275825
              0.80113417                  -0.00069149886
              0.80226731                  -0.00062649074
              0.80340046                  -0.00056722539
               0.8045336                  -0.00051328231
              0.80566674                    -0.000464168
              0.80679989                  -0.00041948052
              0.80793309                  -0.00037888717
              0.80906624                  -0.00034199972
              0.81019938                  -0.00030850313
              0.81133252                  -0.00027813527
              0.81246567                  -0.00025059373
              0.81359881                  -0.00022563293
              0.81473196                  -0.00020304795
               0.8158651                  -0.00018260478
              0.81699824                  -0.00016411343
              0.81813139                  -0.00014741477
              0.81926453                  -0.00013232902
              0.82039768                  -0.00011871014
              0.82153082                  -0.00010643552
              0.82266396                  -9.5367919e-05
              0.82379711                  -8.5395885e-05
              0.82493025                   -7.642556e-05
              0.82606339                  -6.8352914e-05
              0.82719654                  -6.1093437e-05
              0.82832968                  -5.4575812e-05
              0.82946283                  -4.8721675e-05
              0.83059597                    -4.34674e-05
              0.83172911                  -3.8759146e-05
              0.83286226                  -3.4538287e-05
               0.8339954                  -3.0757219e-05
              0.83512855                  -2.7375587e-05
              0.83626169                  -2.4349805e-05
              0.83739483                  -2.1644501e-05
              0.83852798                  -1.9229616e-05
              0.83966112                  -1.7072965e-05
              0.84079432                  -1.5148432e-05
              0.84192747                  -1.3433781e-05
              0.84306061                  -1.1905394e-05
              0.84419376                   -1.054411e-05
               0.8453269                   -9.333593e-06
              0.84646004                  -8.2566203e-06
              0.84759319                  -7.2992252e-06
              0.84872633                  -6.4494816e-06
              0.84985948                  -5.6949111e-06
              0.85099262                  -5.0253975e-06
              0.85212576                  -4.4322915e-06
              0.85325891                  -3.9066085e-06
              0.85439205                  -3.4410671e-06
               0.8555252                  -3.0294348e-06
              0.85665834                  -2.6652826e-06
              0.85779148                  -2.3434031e-06
              0.85892463                  -2.0593336e-06
              0.86005777                  -1.8085026e-06
              0.86119092                  -1.5872088e-06
              0.86232406                  -1.3922771e-06
               0.8634572                  -1.2204767e-06
              0.86459035                  -1.0691933e-06
              0.86572349                  -9.3618235e-07
              0.86685663                   -8.191742e-07
              0.86798978                  -7.1633389e-07
              0.86912292                  -6.2608433e-07
              0.87025607                  -5.4684119e-07
              0.87138921                  -4.7732431e-07
              0.87252235                   -4.164325e-07
              0.87365556                  -3.6306653e-07
               0.8747887                   -3.163386e-07
              0.87592185                  -2.7548472e-07
              0.87705499                  -2.3974681e-07
              0.87818813                  -2.0851297e-07
              0.87932128                  -1.8125635e-07
              0.88045442                  -1.5745729e-07
              0.88158756                  -1.3669663e-07
              0.88272071                  -1.1861329e-07
              0.88385385                  -1.0285316e-07
                0.884987                  -8.9130836e-08
              0.88612014                  -7.7200369e-08
              0.88725328                  -6.6821904e-08
              0.88838643                  -5.7802296e-08
              0.88951957                  -4.9974997e-08
              0.89065272                  -4.3178542e-08
              0.89178586                  -3.7282973e-08
